row_id,term,dfbetas,predictor,influence_flag
13,sex_groupMale,0.07943505455584601,Sex: male versus female,FALSE
14,age_per_10_years,-0.15667944720162624,Age,TRUE
14,ef_per_5_points,0.0675428502773257,Ejection fraction,FALSE
14,creatinine_per_doubling,-0.03896555197749728,Serum creatinine,FALSE
14,sodium_per_5_units,0.012869782502972106,Serum sodium,FALSE
14,sex_groupMale,0.08957394399328722,Sex: male versus female,FALSE
15,age_per_10_years,0.0036997632945928055,Age,FALSE
15,ef_per_5_points,0.0014080956835706639,Ejection fraction,FALSE
15,creatinine_per_doubling,0.0018142311029734003,Serum creatinine,FALSE
15,sodium_per_5_units,-0.001174323773055987,Serum sodium,FALSE
15,sex_groupMale,0.0035867687338139347,Sex: male versus female,FALSE
16,age_per_10_years,0.10495221702007802,Age,FALSE
16,ef_per_5_points,0.15716069776063973,Ejection fraction,TRUE
16,creatinine_per_doubling,-0.03502683059918181,Serum creatinine,FALSE
16,sodium_per_5_units,-0.03537570904618079,Serum sodium,FALSE
16,sex_groupMale,0.08705882376862874,Sex: male versus female,FALSE
17,age_per_10_years,0.16404125674435727,Age,TRUE
17,ef_per_5_points,0.008654056125041736,Ejection fraction,FALSE
17,creatinine_per_doubling,-0.09241461238989175,Serum creatinine,FALSE
17,sodium_per_5_units,0.04567958559425346,Serum sodium,FALSE
17,sex_groupMale,0.06341657656731584,Sex: male versus female,FALSE
18,age_per_10_years,-0.14228499033833758,Age,TRUE
18,ef_per_5_points,-0.14143410156540476,Ejection fraction,TRUE
18,creatinine_per_doubling,-0.19317163837277976,Serum creatinine,TRUE
18,sodium_per_5_units,-0.1887349892627758,Serum sodium,TRUE
18,sex_groupMale,0.049875986300400035,Sex: male versus female,FALSE
19,age_per_10_years,0.04855461388413409,Age,FALSE
19,ef_per_5_points,-0.12723410779772815,Ejection fraction,TRUE
19,creatinine_per_doubling,-0.06933256080020789,Serum creatinine,FALSE
19,sodium_per_5_units,0.07883893911250396,Serum sodium,FALSE
19,sex_groupMale,-0.14301117607133257,Sex: male versus female,TRUE
20,age_per_10_years,-0.1730024608866905,Age,TRUE
20,ef_per_5_points,0.283391078741197,Ejection fraction,TRUE
20,creatinine_per_doubling,-0.03615271318303933,Serum creatinine,FALSE
20,sodium_per_5_units,-0.343651791031972,Serum sodium,TRUE
20,sex_groupMale,-0.09297895198771339,Sex: male versus female,FALSE
21,age_per_10_years,-3.1552917748327314e-4,Age,FALSE
21,ef_per_5_points,0.013177780570597057,Ejection fraction,FALSE
21,creatinine_per_doubling,0.0050232217651438,Serum creatinine,FALSE
21,sodium_per_5_units,-0.004488887107204687,Serum sodium,FALSE
21,sex_groupMale,0.017440974370101236,Sex: male versus female,FALSE
22,age_per_10_years,-0.0045817638433986365,Age,FALSE
22,ef_per_5_points,-0.05103099458495154,Ejection fraction,FALSE
22,creatinine_per_doubling,-3.059641383724734e-4,Serum creatinine,FALSE
22,sodium_per_5_units,0.017709640306437208,Serum sodium,FALSE
22,sex_groupMale,-0.13021870169447655,Sex: male versus female,TRUE
23,age_per_10_years,0.00910520266318526,Age,FALSE
23,ef_per_5_points,-0.0013871961891305008,Ejection fraction,FALSE
23,creatinine_per_doubling,-0.07941199510170106,Serum creatinine,FALSE
23,sodium_per_5_units,0.06179470471157082,Serum sodium,FALSE
23,sex_groupMale,0.06968031595402896,Sex: male versus female,FALSE
24,age_per_10_years,0.00147428898650107,Age,FALSE
24,ef_per_5_points,-0.002882023500120822,Ejection fraction,FALSE
24,creatinine_per_doubling,0.0010434574162552594,Serum creatinine,FALSE
24,sodium_per_5_units,9.092966506701566e-4,Serum sodium,FALSE
24,sex_groupMale,-0.0011703922236266124,Sex: male versus female,FALSE
25,age_per_10_years,0.06491952435224548,Age,FALSE
25,ef_per_5_points,-0.045516757204463854,Ejection fraction,FALSE
25,creatinine_per_doubling,9.026166338296537e-4,Serum creatinine,FALSE
25,sodium_per_5_units,-0.017020901954426772,Serum sodium,FALSE
25,sex_groupMale,-0.11759244842829042,Sex: male versus female,TRUE
26,age_per_10_years,0.07752480802386126,Age,FALSE
26,ef_per_5_points,0.012483698053724459,Ejection fraction,FALSE
26,creatinine_per_doubling,0.07997619316266298,Serum creatinine,FALSE
26,sodium_per_5_units,0.17138912432716408,Serum sodium,TRUE
26,sex_groupMale,0.06333930212119719,Sex: male versus female,FALSE
27,age_per_10_years,0.2095180379796505,Age,TRUE
27,ef_per_5_points,-0.003857916016021296,Ejection fraction,FALSE
27,creatinine_per_doubling,-0.08379671264669192,Serum creatinine,FALSE
27,sodium_per_5_units,0.0014867398626041103,Serum sodium,FALSE
27,sex_groupMale,-0.12181771316402769,Sex: male versus female,TRUE
28,age_per_10_years,0.013075821636846903,Age,FALSE
28,ef_per_5_points,0.11655274634224663,Ejection fraction,TRUE
28,creatinine_per_doubling,-0.028539179038668285,Serum creatinine,FALSE
28,sodium_per_5_units,-0.019591854391615832,Serum sodium,FALSE
28,sex_groupMale,0.08045160071471899,Sex: male versus female,FALSE
29,age_per_10_years,-0.09280235380931907,Age,FALSE
29,ef_per_5_points,0.07838724996061318,Ejection fraction,FALSE
29,creatinine_per_doubling,0.21086444286987316,Serum creatinine,TRUE
29,sodium_per_5_units,0.042236643982478866,Serum sodium,FALSE
29,sex_groupMale,0.06775207039462995,Sex: male versus female,FALSE
30,age_per_10_years,0.11852367180973526,Age,TRUE
30,ef_per_5_points,-0.027395760710700868,Ejection fraction,FALSE
30,creatinine_per_doubling,-0.08238185533305989,Serum creatinine,FALSE
30,sodium_per_5_units,-0.07748170723607359,Serum sodium,FALSE
30,sex_groupMale,0.041073570072295236,Sex: male versus female,FALSE
31,age_per_10_years,0.1436054544661425,Age,TRUE
31,ef_per_5_points,0.022153366630938906,Ejection fraction,FALSE
31,creatinine_per_doubling,-0.003620482598670757,Serum creatinine,FALSE
31,sodium_per_5_units,-0.027225644909991013,Serum sodium,FALSE
31,sex_groupMale,0.037138786815059985,Sex: male versus female,FALSE
32,age_per_10_years,0.09245227182527617,Age,FALSE
32,ef_per_5_points,0.09149357109738288,Ejection fraction,FALSE
32,creatinine_per_doubling,0.06336974668799182,Serum creatinine,FALSE
32,sodium_per_5_units,-0.0434343685140994,Serum sodium,FALSE
32,sex_groupMale,0.05338793495348005,Sex: male versus female,FALSE
33,age_per_10_years,-0.1091292224593805,Age,FALSE
33,ef_per_5_points,0.03484569425033566,Ejection fraction,FALSE
33,creatinine_per_doubling,-0.12927699611737334,Serum creatinine,TRUE
33,sodium_per_5_units,-0.18823555459698427,Serum sodium,TRUE
33,sex_groupMale,-0.12581809686370596,Sex: male versus female,TRUE
34,age_per_10_years,0.010150453160864568,Age,FALSE
34,ef_per_5_points,0.003918370673053987,Ejection fraction,FALSE
34,creatinine_per_doubling,0.002251054114353825,Serum creatinine,FALSE
34,sodium_per_5_units,-0.004198582786449371,Serum sodium,FALSE
34,sex_groupMale,0.01039313470962458,Sex: male versus female,FALSE
35,age_per_10_years,-0.030294437750796287,Age,FALSE
35,ef_per_5_points,0.16071472925858277,Ejection fraction,TRUE
35,creatinine_per_doubling,-0.04008615810274653,Serum creatinine,FALSE
35,sodium_per_5_units,0.04386128370889835,Serum sodium,FALSE
35,sex_groupMale,0.09642116557878468,Sex: male versus female,FALSE
36,age_per_10_years,0.003848416526099082,Age,FALSE
36,ef_per_5_points,0.03415622996925931,Ejection fraction,FALSE
36,creatinine_per_doubling,0.1021148879333737,Serum creatinine,FALSE
36,sodium_per_5_units,0.010859762726555974,Serum sodium,FALSE
36,sex_groupMale,0.050722059816372775,Sex: male versus female,FALSE
37,age_per_10_years,0.17494694208314893,Age,TRUE
37,ef_per_5_points,0.13863970993581595,Ejection fraction,TRUE
37,creatinine_per_doubling,-0.09868119608944445,Serum creatinine,FALSE
37,sodium_per_5_units,-0.09203077389486833,Serum sodium,FALSE
37,sex_groupMale,0.07184652989879908,Sex: male versus female,FALSE
38,age_per_10_years,0.1184709981731134,Age,TRUE
38,ef_per_5_points,0.08592823398761326,Ejection fraction,FALSE
38,creatinine_per_doubling,-0.02274985006899994,Serum creatinine,FALSE
38,sodium_per_5_units,0.13835172162748943,Serum sodium,TRUE
38,sex_groupMale,-0.11404473151064602,Sex: male versus female,FALSE
39,age_per_10_years,0.014556098480702018,Age,FALSE
39,ef_per_5_points,0.00283146630513759,Ejection fraction,FALSE
39,creatinine_per_doubling,-0.017599909116573467,Serum creatinine,FALSE
39,sodium_per_5_units,-0.014379429362732971,Serum sodium,FALSE
39,sex_groupMale,-0.014135440145576604,Sex: male versus female,FALSE
40,age_per_10_years,-0.06167720478453609,Age,FALSE
40,ef_per_5_points,0.021507821222860976,Ejection fraction,FALSE
40,creatinine_per_doubling,0.15883038356835252,Serum creatinine,TRUE
40,sodium_per_5_units,0.15735507530467166,Serum sodium,TRUE
40,sex_groupMale,-0.10533418483543669,Sex: male versus female,FALSE
41,age_per_10_years,0.03192763365114127,Age,FALSE
41,ef_per_5_points,-0.07052156654075577,Ejection fraction,FALSE
41,creatinine_per_doubling,0.005177555139390245,Serum creatinine,FALSE
41,sodium_per_5_units,-2.0532155573229625e-5,Serum sodium,FALSE
41,sex_groupMale,0.029662958839589644,Sex: male versus female,FALSE
42,age_per_10_years,-0.11112498532436937,Age,FALSE
42,ef_per_5_points,-0.03821203403565242,Ejection fraction,FALSE
42,creatinine_per_doubling,-0.03492031195749036,Serum creatinine,FALSE
42,sodium_per_5_units,0.00828455863120839,Serum sodium,FALSE
42,sex_groupMale,-0.1255170579975143,Sex: male versus female,TRUE
43,age_per_10_years,0.016644148376931397,Age,FALSE
43,ef_per_5_points,0.10495320089933634,Ejection fraction,FALSE
43,creatinine_per_doubling,-0.017275414078232104,Serum creatinine,FALSE
43,sodium_per_5_units,0.03929914019448597,Serum sodium,FALSE
43,sex_groupMale,0.08196461020353459,Sex: male versus female,FALSE
44,age_per_10_years,-0.0026328557588098382,Age,FALSE
44,ef_per_5_points,-0.014643299774874,Ejection fraction,FALSE
44,creatinine_per_doubling,0.008028224418992765,Serum creatinine,FALSE
44,sodium_per_5_units,0.007782730099433656,Serum sodium,FALSE
44,sex_groupMale,-0.007675924909810454,Sex: male versus female,FALSE
45,age_per_10_years,-0.07855624607540235,Age,FALSE
45,ef_per_5_points,0.2327467280804945,Ejection fraction,TRUE
45,creatinine_per_doubling,0.0074790894873678565,Serum creatinine,FALSE
45,sodium_per_5_units,0.08176912143984756,Serum sodium,FALSE
45,sex_groupMale,-0.09210776410406012,Sex: male versus female,FALSE
46,age_per_10_years,-0.14460299934907153,Age,TRUE
46,ef_per_5_points,0.08182425846986273,Ejection fraction,FALSE
46,creatinine_per_doubling,0.055053828448719554,Serum creatinine,FALSE
46,sodium_per_5_units,0.0042069311703885675,Serum sodium,FALSE
46,sex_groupMale,0.08396678015605351,Sex: male versus female,FALSE
47,age_per_10_years,-0.0955740771389385,Age,FALSE
47,ef_per_5_points,-0.039633476364706086,Ejection fraction,FALSE
47,creatinine_per_doubling,-0.13229270035830062,Serum creatinine,TRUE
47,sodium_per_5_units,-0.12694885757406305,Serum sodium,TRUE
47,sex_groupMale,0.06031489119630212,Sex: male versus female,FALSE
48,age_per_10_years,-0.042134855324561495,Age,FALSE
48,ef_per_5_points,0.042247962457764764,Ejection fraction,FALSE
48,creatinine_per_doubling,-0.1590894142086965,Serum creatinine,TRUE
48,sodium_per_5_units,-0.010130186291986143,Serum sodium,FALSE
48,sex_groupMale,0.07865077985881035,Sex: male versus female,FALSE
49,age_per_10_years,-0.07416602603650134,Age,FALSE
49,ef_per_5_points,0.08697829096430443,Ejection fraction,FALSE
49,creatinine_per_doubling,-0.11413091596768304,Serum creatinine,FALSE
49,sodium_per_5_units,-0.02417527092704758,Serum sodium,FALSE
49,sex_groupMale,-0.03186422409074748,Sex: male versus female,FALSE
50,age_per_10_years,-0.04832730367391738,Age,FALSE
50,ef_per_5_points,-0.06584885248928377,Ejection fraction,FALSE
50,creatinine_per_doubling,-0.03969547594957225,Serum creatinine,FALSE
50,sodium_per_5_units,0.07720977887967066,Serum sodium,FALSE
50,sex_groupMale,-0.1231434949660791,Sex: male versus female,TRUE
51,age_per_10_years,0.032165688820329566,Age,FALSE
51,ef_per_5_points,-0.07930321573074084,Ejection fraction,FALSE
51,creatinine_per_doubling,-0.05657034155795716,Serum creatinine,FALSE
51,sodium_per_5_units,0.03679990140852578,Serum sodium,FALSE
51,sex_groupMale,0.04790687616421297,Sex: male versus female,FALSE
52,age_per_10_years,-0.06465177931380611,Age,FALSE
52,ef_per_5_points,-0.1295679357121332,Ejection fraction,TRUE
52,creatinine_per_doubling,0.010773530224048018,Serum creatinine,FALSE
52,sodium_per_5_units,0.08450567760998527,Serum sodium,FALSE
52,sex_groupMale,-0.11864148827621851,Sex: male versus female,TRUE
53,age_per_10_years,-0.10743480556429177,Age,FALSE
53,ef_per_5_points,0.22739366434799774,Ejection fraction,TRUE
53,creatinine_per_doubling,0.3540629539929805,Serum creatinine,TRUE
53,sodium_per_5_units,0.24988001536976528,Serum sodium,TRUE
53,sex_groupMale,-0.06678717373713419,Sex: male versus female,FALSE
54,age_per_10_years,0.03691456416899525,Age,FALSE
54,ef_per_5_points,0.12933564505408496,Ejection fraction,TRUE
54,creatinine_per_doubling,-0.07550115767772159,Serum creatinine,FALSE
54,sodium_per_5_units,-0.08188376992391509,Serum sodium,FALSE
54,sex_groupMale,-0.10381739891940146,Sex: male versus female,FALSE
55,age_per_10_years,-0.03430366608098223,Age,FALSE
55,ef_per_5_points,0.038347410541602886,Ejection fraction,FALSE
55,creatinine_per_doubling,0.04711313604686362,Serum creatinine,FALSE
55,sodium_per_5_units,-0.041767504048036225,Serum sodium,FALSE
55,sex_groupMale,-0.09288178146038512,Sex: male versus female,FALSE
56,age_per_10_years,-0.0678016998793552,Age,FALSE
56,ef_per_5_points,0.009641106186413652,Ejection fraction,FALSE
56,creatinine_per_doubling,0.015610346597882756,Serum creatinine,FALSE
56,sodium_per_5_units,0.023575891675268437,Serum sodium,FALSE
56,sex_groupMale,-0.014211564743759033,Sex: male versus female,FALSE
57,age_per_10_years,-0.0028066730048569104,Age,FALSE
57,ef_per_5_points,-0.010690373042323148,Ejection fraction,FALSE
57,creatinine_per_doubling,-0.05270890410543783,Serum creatinine,FALSE
57,sodium_per_5_units,-0.03870348429719508,Serum sodium,FALSE
57,sex_groupMale,-0.031322964557487405,Sex: male versus female,FALSE
58,age_per_10_years,0.002958654188877608,Age,FALSE
58,ef_per_5_points,-0.003566514949339047,Ejection fraction,FALSE
58,creatinine_per_doubling,0.009557436852884045,Serum creatinine,FALSE
58,sodium_per_5_units,7.500356021363903e-4,Serum sodium,FALSE
58,sex_groupMale,-0.004830787622371426,Sex: male versus female,FALSE
59,age_per_10_years,-0.09820567961025582,Age,FALSE
59,ef_per_5_points,-0.10326863593829452,Ejection fraction,FALSE
59,creatinine_per_doubling,-0.04201791358390178,Serum creatinine,FALSE
59,sodium_per_5_units,0.021160923958313923,Serum sodium,FALSE
59,sex_groupMale,0.054955352548854385,Sex: male versus female,FALSE
60,age_per_10_years,0.05167848295543762,Age,FALSE
60,ef_per_5_points,-0.07728758139728724,Ejection fraction,FALSE
60,creatinine_per_doubling,-0.016659788821857598,Serum creatinine,FALSE
60,sodium_per_5_units,0.01307330986078306,Serum sodium,FALSE
60,sex_groupMale,0.02822541590568056,Sex: male versus female,FALSE
61,age_per_10_years,-0.14676209776135393,Age,TRUE
61,ef_per_5_points,-0.07197702875123223,Ejection fraction,FALSE
61,creatinine_per_doubling,-0.03475274081405742,Serum creatinine,FALSE
61,sodium_per_5_units,0.0743168003729284,Serum sodium,FALSE
61,sex_groupMale,0.06900291362913359,Sex: male versus female,FALSE
62,age_per_10_years,-0.10549078430459585,Age,FALSE
62,ef_per_5_points,0.07060292576520219,Ejection fraction,FALSE
62,creatinine_per_doubling,0.0634163821597726,Serum creatinine,FALSE
62,sodium_per_5_units,-0.0628088476789886,Serum sodium,FALSE
62,sex_groupMale,-0.09306549411714814,Sex: male versus female,FALSE
63,age_per_10_years,0.011080264455079985,Age,FALSE
63,ef_per_5_points,-0.002358133082553201,Ejection fraction,FALSE
63,creatinine_per_doubling,0.0033658436447812482,Serum creatinine,FALSE
63,sodium_per_5_units,-0.0066995304216854405,Serum sodium,FALSE
63,sex_groupMale,-0.008654761900840533,Sex: male versus female,FALSE
64,age_per_10_years,-0.1760415900866047,Age,TRUE
64,ef_per_5_points,0.003987399061502002,Ejection fraction,FALSE
64,creatinine_per_doubling,0.016845374671230845,Serum creatinine,FALSE
64,sodium_per_5_units,0.19337512680929217,Serum sodium,TRUE
64,sex_groupMale,0.0882199146798629,Sex: male versus female,FALSE
65,age_per_10_years,0.003548284789312447,Age,FALSE
65,ef_per_5_points,-0.0071394745311491,Ejection fraction,FALSE
65,creatinine_per_doubling,-2.6984772345224275e-4,Serum creatinine,FALSE
65,sodium_per_5_units,7.948783482866285e-4,Serum sodium,FALSE
65,sex_groupMale,7.80204184829028e-4,Sex: male versus female,FALSE
66,age_per_10_years,0.0060010884281385445,Age,FALSE
66,ef_per_5_points,-0.01779779211319201,Ejection fraction,FALSE
66,creatinine_per_doubling,0.020377764210312024,Serum creatinine,FALSE
66,sodium_per_5_units,-0.02026364577728583,Serum sodium,FALSE
66,sex_groupMale,0.013708279016978173,Sex: male versus female,FALSE
67,age_per_10_years,-0.12501191540240517,Age,TRUE
67,ef_per_5_points,-0.1550815734283054,Ejection fraction,TRUE
67,creatinine_per_doubling,-0.010896867442463104,Serum creatinine,FALSE
67,sodium_per_5_units,0.035237772334771114,Serum sodium,FALSE
67,sex_groupMale,-0.11676708563311912,Sex: male versus female,TRUE
68,age_per_10_years,0.057319017708275036,Age,FALSE
68,ef_per_5_points,-0.08177154821786838,Ejection fraction,FALSE
68,creatinine_per_doubling,-0.0380740757422767,Serum creatinine,FALSE
68,sodium_per_5_units,0.060735295503338296,Serum sodium,FALSE
68,sex_groupMale,0.04288136993689967,Sex: male versus female,FALSE
69,age_per_10_years,0.044289340532333216,Age,FALSE
69,ef_per_5_points,-0.09347432393917864,Ejection fraction,FALSE
69,creatinine_per_doubling,-0.0013798236175433208,Serum creatinine,FALSE
69,sodium_per_5_units,0.0877638802167124,Serum sodium,FALSE
69,sex_groupMale,-0.08904625749498278,Sex: male versus female,FALSE
70,age_per_10_years,0.009196966357593431,Age,FALSE
70,ef_per_5_points,-0.04522329487889891,Ejection fraction,FALSE
70,creatinine_per_doubling,0.022103465054792028,Serum creatinine,FALSE
70,sodium_per_5_units,0.010749262227540782,Serum sodium,FALSE
70,sex_groupMale,0.03472433880024707,Sex: male versus female,FALSE
71,age_per_10_years,0.009112913808730298,Age,FALSE
71,ef_per_5_points,-0.0032246949385987115,Ejection fraction,FALSE
71,creatinine_per_doubling,0.0026958593791328108,Serum creatinine,FALSE
71,sodium_per_5_units,-0.0025197007807731403,Serum sodium,FALSE
71,sex_groupMale,-0.0038959332920658757,Sex: male versus female,FALSE
72,age_per_10_years,0.008128787680185077,Age,FALSE
72,ef_per_5_points,-0.0016208263396655209,Ejection fraction,FALSE
72,creatinine_per_doubling,0.008611445873493932,Serum creatinine,FALSE
72,sodium_per_5_units,-0.005513721987053571,Serum sodium,FALSE
72,sex_groupMale,-0.009148297266084987,Sex: male versus female,FALSE
73,age_per_10_years,0.10646512116261363,Age,FALSE
73,ef_per_5_points,-0.003050999493439193,Ejection fraction,FALSE
73,creatinine_per_doubling,-0.06216467197915328,Serum creatinine,FALSE
73,sodium_per_5_units,-0.06217843355554206,Serum sodium,FALSE
73,sex_groupMale,0.036847946194676975,Sex: male versus female,FALSE
74,age_per_10_years,0.004322422636623497,Age,FALSE
74,ef_per_5_points,-0.021939138798136006,Ejection fraction,FALSE
74,creatinine_per_doubling,9.470228775543425e-4,Serum creatinine,FALSE
74,sodium_per_5_units,4.131590912205017e-4,Serum sodium,FALSE
74,sex_groupMale,-0.012401188833218314,Sex: male versus female,FALSE
75,age_per_10_years,0.03721537693442898,Age,FALSE
75,ef_per_5_points,-0.07232538639001555,Ejection fraction,FALSE
75,creatinine_per_doubling,-0.030267574114938467,Serum creatinine,FALSE
75,sodium_per_5_units,-0.012564984436617136,Serum sodium,FALSE
75,sex_groupMale,0.028240047857782582,Sex: male versus female,FALSE
76,age_per_10_years,-0.006377832622137339,Age,FALSE
76,ef_per_5_points,-0.13235822978698386,Ejection fraction,TRUE
76,creatinine_per_doubling,-0.10801009514358502,Serum creatinine,FALSE
76,sodium_per_5_units,0.04630964308346398,Serum sodium,FALSE
76,sex_groupMale,0.048018155112357644,Sex: male versus female,FALSE
77,age_per_10_years,-0.0014524530978903107,Age,FALSE
77,ef_per_5_points,-0.017084917225313488,Ejection fraction,FALSE
77,creatinine_per_doubling,0.006407210612097285,Serum creatinine,FALSE
77,sodium_per_5_units,-8.475408749573443e-4,Serum sodium,FALSE
77,sex_groupMale,0.00770153765360985,Sex: male versus female,FALSE
78,age_per_10_years,0.014570814250651935,Age,FALSE
78,ef_per_5_points,-0.0055212532205765694,Ejection fraction,FALSE
78,creatinine_per_doubling,-9.686728604012052e-4,Serum creatinine,FALSE
78,sodium_per_5_units,-0.005753874364575565,Serum sodium,FALSE
78,sex_groupMale,-0.0062953896766116575,Sex: male versus female,FALSE
79,age_per_10_years,-0.018938286268119418,Age,FALSE
79,ef_per_5_points,-0.009213820168628468,Ejection fraction,FALSE
79,creatinine_per_doubling,0.04471601027538464,Serum creatinine,FALSE
79,sodium_per_5_units,0.03403033033430365,Serum sodium,FALSE
79,sex_groupMale,-0.013616282288461486,Sex: male versus female,FALSE
80,age_per_10_years,0.008251120624680447,Age,FALSE
80,ef_per_5_points,-0.007246875143854477,Ejection fraction,FALSE
80,creatinine_per_doubling,0.004876314696480008,Serum creatinine,FALSE
80,sodium_per_5_units,-0.004534664596850951,Serum sodium,FALSE
80,sex_groupMale,0.00979992435315202,Sex: male versus female,FALSE
81,age_per_10_years,-0.012688709063733341,Age,FALSE
81,ef_per_5_points,-0.016456340582579755,Ejection fraction,FALSE
81,creatinine_per_doubling,-0.007935417976723029,Serum creatinine,FALSE
81,sodium_per_5_units,-0.0021310538216307746,Serum sodium,FALSE
81,sex_groupMale,0.0504344512217751,Sex: male versus female,FALSE
82,age_per_10_years,0.0018167122671128109,Age,FALSE
82,ef_per_5_points,-0.022252466722379887,Ejection fraction,FALSE
82,creatinine_per_doubling,0.0037705184847606293,Serum creatinine,FALSE
82,sodium_per_5_units,0.0014092056889644959,Serum sodium,FALSE
82,sex_groupMale,-0.012729949212621505,Sex: male versus female,FALSE
83,age_per_10_years,0.004145439458187859,Age,FALSE
83,ef_per_5_points,-0.02936125063888432,Ejection fraction,FALSE
83,creatinine_per_doubling,0.02288601501323644,Serum creatinine,FALSE
83,sodium_per_5_units,-0.007367611895459966,Serum sodium,FALSE
83,sex_groupMale,-0.03322976584537868,Sex: male versus female,FALSE
84,age_per_10_years,-0.0316882648855322,Age,FALSE
84,ef_per_5_points,-0.06547686692877816,Ejection fraction,FALSE
84,creatinine_per_doubling,-0.004785952441712901,Serum creatinine,FALSE
84,sodium_per_5_units,0.028976752845763884,Serum sodium,FALSE
84,sex_groupMale,-0.03346866926460488,Sex: male versus female,FALSE
85,age_per_10_years,-0.014585188616088532,Age,FALSE
85,ef_per_5_points,-0.10966190702505868,Ejection fraction,FALSE
85,creatinine_per_doubling,-0.03201058847504651,Serum creatinine,FALSE
85,sodium_per_5_units,0.08783736388058765,Serum sodium,FALSE
85,sex_groupMale,-0.11091602815420039,Sex: male versus female,FALSE
